Lead_ID,First_Name,Last_Name,Email,Phone_Number,City,Region,Country,Total_Visits,First_Visit_Date,Last_Visit_Date,Avg_Time_Spent_Sec,Total_Time_Spent_Sec,Pages_Viewed,Active_Time_Window,Product_Pages_Viewed,Primary_Product_Page,Primary_Product_Category,Primary_Product_Value,Cart_Value,Added_To_Cart,Purchased,Purchase_Value,Lead_Source,UTM_Campaign,Engagement_Score,Bounce_Rate,New_vs_Returning,Last_Engaged_Page,Newsletter_Subscribed,WhatsApp_OptIn,Device_Type,Browser,Last_Contact_Date,Lead_Status
L252,Rohit,Bhardwaj,rohit.bhardwaj82@gmail.com,8232971130,Delhi,Karnataka,India,15,10-12-2024,19-02-2025,322,475,1,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,1484,Yes,Yes,280,Facebook,cakes-campaign,89,29,New,https://theobroma.in/products/chocoholic-mousse-pastry,No,Yes,Tablet,Chrome,19-02-2025,Active
L253,Akshay,Patel,akshay.patel16@gmail.com,9944219724,Delhi,Maharashtra,India,12,08-01-2025,23-02-2025,234,1887,7,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,3356,Yes,No,0,Social Media,cakes-campaign,57,31,Returning,https://theobroma.in/products/blueberry-cheesecake,No,Yes,Desktop,Edge,23-02-2025,Qualified
L254,Riya,Tripathi,riya.tripathi92@gmail.com,9027837358,Vadodara,West Bengal,India,9,27-01-2025,23-02-2025,254,4840,11,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,3315,Yes,No,0,Social Media,cakes-campaign,48,0,Returning,https://theobroma.in/products/chocoholic-cake-1-2-kg,Yes,Yes,Mobile,Edge,23-02-2025,Lead
L255,Arjun,Bhardwaj,arjun.bhardwaj93@gmail.com,8031368878,Cochin,Punjab,India,2,18-12-2024,25-02-2025,384,4630,20,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,3003,Yes,No,0,Social Media,cakes-campaign,82,15,Returning,https://theobroma.in/products/chocoholic-mousse-pastry,Yes,No,Desktop,Chrome,25-02-2025,Lead
L256,Amit,Menon,amit.menon39@gmail.com,9661531651,Cochin,Madhya Pradesh,India,1,25-01-2025,21-02-2025,388,3917,15,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,428,No,Yes,750,Email Campaign,cakes-campaign,97,15,New,https://theobroma.in/products/strawberry-custard-cake-1,No,No,Tablet,Chrome,21-02-2025,Lead
L257,Amit,Kapoor,amit.kapoor4@gmail.com,8941718983,Mumbai,Punjab,India,11,26-01-2025,01-03-2025,299,3848,17,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,608,Yes,No,0,Google Ads,cakes-campaign,61,12,Returning,https://theobroma.in/products/millionaire-brownie,Yes,No,Tablet,Chrome,01-03-2025,Active
L258,Akshay,Joshi,akshay.joshi37@gmail.com,9742520372,Varanasi,Telangana,India,4,06-01-2025,26-02-2025,196,4150,12,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,4951,Yes,No,0,Direct,cakes-campaign,67,31,New,https://theobroma.in/products/banoffee-tart,Yes,No,Mobile,Edge,26-02-2025,Lead
L259,Deepak,Kulkarni,deepak.kulkarni16@gmail.com,7412603632,Meerut,Karnataka,India,15,30-12-2024,21-02-2025,357,3720,11,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,921,No,No,0,Organic Search,cakes-campaign,84,35,Returning,https://theobroma.in/products/blueberry-cheesecake,No,No,Tablet,Safari,21-02-2025,Lead
L260,Nitin,Vinay,nitin.vinay15@gmail.com,7078700298,Lucknow,Uttar Pradesh,India,12,24-12-2024,22-02-2025,349,4138,17,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,3230,Yes,Yes,980,Social Media,cakes-campaign,91,29,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,Yes,Mobile,Edge,22-02-2025,Active
L261,Rohit,Kumar,rohit.kumar88@gmail.com,8568731920,Nagpur,West Bengal,India,6,16-01-2025,22-02-2025,370,428,10,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,2787,Yes,Yes,200,Organic Search,cakes-campaign,10,35,New,https://theobroma.in/products/lemon-tart,No,No,Tablet,Chrome,22-02-2025,Active
L262,Preeti,Patel,preeti.patel21@gmail.com,9470095920,Cochin,Rajasthan,India,2,20-12-2024,25-02-2025,333,1971,2,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,4161,Yes,Yes,1050,Facebook,cakes-campaign,16,39,Returning,https://theobroma.in/products/chocoholic-cake-1-2-kg,No,No,Mobile,Chrome,25-02-2025,Lead
L263,Akshay,Sharma,akshay.sharma33@gmail.com,7277764536,Ahmedabad,Karnataka,India,14,04-01-2025,20-02-2025,360,3082,9,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,337,Yes,No,0,Direct,cakes-campaign,16,41,Returning,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,No,No,Desktop,Chrome,20-02-2025,Customer
L264,Arjun,Bhardwaj,arjun.bhardwaj48@gmail.com,7931420516,Dehradun,Tamil Nadu,India,10,28-12-2024,20-02-2025,389,3727,2,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,151,Yes,No,0,Email Campaign,cakes-campaign,73,5,Returning,https://theobroma.in/products/chocoholic-mousse-pastry,No,No,Desktop,Edge,20-02-2025,Customer
L265,Ananya,Chattopadhyay,ananya.chattopadhyay47@gmail.com,9166846036,Meerut,Uttarakhand,India,15,11-12-2024,25-02-2025,373,2637,4,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,182,Yes,No,0,Facebook,cakes-campaign,36,7,New,https://theobroma.in/products/millionaire-brownie,No,Yes,Desktop,Edge,25-02-2025,Active
L266,Ravi,Malhotra,ravi.malhotra75@gmail.com,7480881600,Nagpur,Haryana,India,5,06-12-2024,27-02-2025,276,3110,12,09:00-18:00,https://theobroma.in/products/choco-chip-brownie,https://theobroma.in/products/choco-chip-brownie,Brownies,450,4379,Yes,Yes,450,Facebook,cakes-campaign,43,10,New,https://theobroma.in/products/choco-chip-brownie,No,No,Tablet,Safari,27-02-2025,Active
L267,Deepak,Rathod,deepak.rathod22@gmail.com,7578135682,Varanasi,Punjab,India,9,01-12-2024,24-02-2025,289,3893,13,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,1959,Yes,No,0,Google Ads,cakes-campaign,47,2,New,https://theobroma.in/products/banoffee-tart,No,No,Desktop,Chrome,24-02-2025,Customer
L268,Ananya,Vinay,ananya.vinay87@gmail.com,7428971402,Lucknow,Uttarakhand,India,9,19-01-2025,24-02-2025,184,825,17,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,69,Yes,Yes,180,Organic Search,cakes-campaign,85,26,New,https://theobroma.in/products/dense-loaf-350g,Yes,No,Mobile,Safari,24-02-2025,Lead
L269,Manisha,Verma,manisha.verma62@gmail.com,7859503946,Coimbatore,Maharashtra,India,9,21-12-2024,25-02-2025,184,703,16,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,2115,Yes,Yes,1200,Google Ads,cakes-campaign,27,15,New,https://theobroma.in/products/blueberry-cheesecake,No,No,Mobile,Safari,25-02-2025,Active
L270,Vikram,Malhotra,vikram.malhotra89@gmail.com,8271370494,Kanpur,Haryana,India,9,29-01-2025,01-03-2025,139,2533,7,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,2976,Yes,No,0,Instagram,cakes-campaign,67,4,New,https://theobroma.in/products/chocoholic-cake-1-2-kg,Yes,Yes,Desktop,Safari,01-03-2025,Customer
L271,Vikram,Singh,vikram.singh29@gmail.com,7494248271,Surat,West Bengal,India,7,29-12-2024,24-02-2025,169,4101,19,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,3848,No,No,0,Direct,cakes-campaign,43,27,Returning,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Yes,No,Desktop,Safari,24-02-2025,Active
L272,Pooja,Menon,pooja.menon23@gmail.com,9142992989,Hyderabad,Delhi,India,13,16-01-2025,19-02-2025,395,760,13,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,981,Yes,No,0,Facebook,cakes-campaign,27,12,Returning,https://theobroma.in/products/banoffee-tart,Yes,Yes,Tablet,Chrome,19-02-2025,Lead
L273,Neha,Singh,neha.singh35@gmail.com,7896937350,Thiruvananthapuram,Gujarat,India,12,02-01-2025,19-02-2025,309,3067,6,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,1371,No,Yes,980,Facebook,cakes-campaign,40,4,New,https://theobroma.in/products/fresh-fruit-cream-cake,No,Yes,Tablet,Edge,19-02-2025,Qualified
L274,Ajay,Mishra,ajay.mishra51@gmail.com,7969012075,Nagpur,Kerala,India,1,22-12-2024,01-03-2025,180,4576,1,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,3717,Yes,No,0,Facebook,cakes-campaign,86,11,New,https://theobroma.in/products/blueberry-cheesecake,No,No,Tablet,Chrome,01-03-2025,Active
L275,Pooja,Vinay,pooja.vinay44@gmail.com,7348266115,Lucknow,Madhya Pradesh,India,4,01-12-2024,20-02-2025,303,2738,6,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,2307,Yes,No,0,Instagram,cakes-campaign,93,29,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,No,Tablet,Chrome,20-02-2025,Lead
L276,Pooja,Malhotra,pooja.malhotra38@gmail.com,8767294613,Jaipur,Punjab,India,1,19-12-2024,24-02-2025,249,4328,6,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,438,Yes,No,0,Social Media,cakes-campaign,41,32,New,https://theobroma.in/products/overload-brownie,Yes,No,Tablet,Chrome,24-02-2025,Active
L277,Megha,Tiwari,megha.tiwari26@gmail.com,8074369482,Nagpur,Karnataka,India,10,12-12-2024,25-02-2025,207,2512,6,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,2448,No,No,0,Email Campaign,cakes-campaign,74,7,New,https://theobroma.in/products/strawberry-custard-cake-1,No,Yes,Desktop,Safari,25-02-2025,Lead
L278,Preeti,Reddy,preeti.reddy59@gmail.com,9679303933,Surat,West Bengal,India,13,04-12-2024,19-02-2025,173,2066,7,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,1904,Yes,No,0,Direct,cakes-campaign,31,17,New,https://theobroma.in/products/millionaire-brownie,Yes,Yes,Desktop,Safari,19-02-2025,Customer
L279,Arjun,Bhardwaj,arjun.bhardwaj22@gmail.com,7714319571,Rajkot,Maharashtra,India,6,11-12-2024,20-02-2025,274,2557,15,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,1394,Yes,No,0,Instagram,cakes-campaign,94,33,Returning,https://theobroma.in/products/overload-brownie,No,Yes,Tablet,Chrome,20-02-2025,Lead
L280,Kavita,Joshi,kavita.joshi34@gmail.com,9493478185,Rajkot,Uttarakhand,India,2,13-12-2024,22-02-2025,354,472,11,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,2514,Yes,No,0,Facebook,cakes-campaign,84,48,Returning,https://theobroma.in/products/strawberry-custard-cake-1,No,Yes,Mobile,Safari,22-02-2025,Lead
L281,Manisha,Bhatt,manisha.bhatt25@gmail.com,9779871770,Varanasi,Karnataka,India,2,20-01-2025,26-02-2025,209,2953,1,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,4132,No,Yes,280,Instagram,cakes-campaign,68,0,New,https://theobroma.in/products/chocoholic-mousse-pastry,No,No,Mobile,Chrome,26-02-2025,Qualified
L282,Deepak,Mishra,deepak.mishra80@gmail.com,8251100668,Varanasi,Maharashtra,India,12,14-12-2024,21-02-2025,216,3282,2,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,3322,Yes,Yes,180,Google Ads,cakes-campaign,28,14,New,https://theobroma.in/products/dense-loaf-350g,No,No,Tablet,Safari,21-02-2025,Qualified
L283,Vaida,Kumar,vaida.kumar70@gmail.com,7077991059,Mumbai,Punjab,India,9,26-01-2025,23-02-2025,350,4136,2,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,2796,No,No,0,Facebook,cakes-campaign,92,44,New,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Yes,No,Desktop,Edge,23-02-2025,Lead
L284,Vikram,Sharma,vikram.sharma18@gmail.com,7899927102,Vadodara,Madhya Pradesh,India,8,10-12-2024,23-02-2025,312,4892,17,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,2793,Yes,Yes,200,Instagram,cakes-campaign,34,36,Returning,https://theobroma.in/products/lemon-tart,No,Yes,Tablet,Safari,23-02-2025,Lead
L285,Pooja,Nambiar,pooja.nambiar92@gmail.com,8935363603,Kanpur,West Bengal,India,3,06-12-2024,24-02-2025,352,2135,15,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,4140,Yes,No,0,Direct,cakes-campaign,28,27,New,https://theobroma.in/products/strawberry-custard-cake-1,Yes,Yes,Tablet,Chrome,24-02-2025,Customer
L286,Sunita,Vinay,sunita.vinay54@gmail.com,9137657380,Meerut,Tamil Nadu,India,2,01-12-2024,19-02-2025,183,4547,16,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,420,Yes,Yes,750,Social Media,cakes-campaign,46,31,New,https://theobroma.in/products/red-velvet-cake-1-2-kg,No,No,Tablet,Edge,19-02-2025,Qualified
L287,Sumit,Mehta,sumit.mehta58@gmail.com,8791800324,Ahmedabad,West Bengal,India,1,25-01-2025,22-02-2025,360,504,20,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,450,Yes,No,0,Facebook,cakes-campaign,57,24,Returning,https://theobroma.in/products/chocoholic-cake-1-2-kg,No,Yes,Desktop,Safari,22-02-2025,Active
L288,Neha,Tiwari,neha.tiwari7@gmail.com,9111898757,Surat,Punjab,India,12,29-12-2024,01-03-2025,367,4492,7,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,1573,Yes,No,0,Google Ads,cakes-campaign,53,44,New,https://theobroma.in/products/dense-loaf-350g,No,No,Mobile,Edge,01-03-2025,Active
L289,Preeti,Mehta,preeti.mehta36@gmail.com,9657495208,Cochin,Tamil Nadu,India,13,02-12-2024,20-02-2025,269,4289,8,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,3367,Yes,Yes,750,Email Campaign,cakes-campaign,99,18,Returning,https://theobroma.in/products/red-velvet-cake-1-2-kg,Yes,Yes,Desktop,Chrome,20-02-2025,Lead
L290,Ajay,Chattopadhyay,ajay.chattopadhyay41@gmail.com,7118394719,Varanasi,Karnataka,India,7,03-12-2024,24-02-2025,193,1600,16,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,2012,No,No,0,Facebook,cakes-campaign,40,30,New,https://theobroma.in/products/lemon-tart,No,No,Desktop,Safari,24-02-2025,Lead
L291,Rajesh,Mishra,rajesh.mishra85@gmail.com,8265552514,Lucknow,Delhi,India,4,18-01-2025,24-02-2025,234,123,12,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,3643,Yes,No,0,Social Media,cakes-campaign,64,13,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,No,No,Desktop,Safari,24-02-2025,Lead
L292,Yash,Sharma,yash.sharma88@gmail.com,8327477990,Delhi,Madhya Pradesh,India,12,25-01-2025,25-02-2025,306,3574,16,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,2016,No,Yes,980,Email Campaign,cakes-campaign,17,45,New,https://theobroma.in/products/fresh-fruit-cream-cake,No,Yes,Tablet,Edge,25-02-2025,Active
L293,Nitin,Singh,nitin.singh25@gmail.com,8888269747,Bengaluru,West Bengal,India,1,13-01-2025,20-02-2025,251,1066,9,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,3158,Yes,Yes,750,Facebook,cakes-campaign,95,28,New,https://theobroma.in/products/red-velvet-cake-1-2-kg,Yes,Yes,Tablet,Safari,20-02-2025,Lead
