lead_id,name,company,title,industry,region,website_visits,pages_per_visit,time_on_site,content_downloads,lead_source,converted,stage
L00221,Christopher Robinson,"Reynolds, Daniel and Wagner",Business Development Executive,Consulting,South America,0,0.0,0,0,Olark Chat,0,Qualification
L00222,Austin Nichols,Watts-Poole,Business Development Executive,Retail,Africa,7,1.75,62,1,Direct Traffic,0,Proposal
L00223,Amy Oconnor,Davidson-Morrow,Sales Director,Software,Africa,1,1.0,233,0,Google,0,Proposal
L00224,Michael Harris,Davis-Obrien,VP of Marketing,Finance,South America,6,6.0,1565,1,Organic Search,0,Closed Lost
L00225,Thomas Anderson,Bridges Ltd,Business Development Executive,Consulting,Asia,2,1.0,940,0,Google,0,Closed Won
L00226,Jennifer Levy,"James, Cole and Guerrero",Sales Director,Consulting,Europe,12,3.0,806,1,Google,0,Proposal
L00227,Timothy Long,"Porter, Salinas and Woods",Sales Director,Technology,North America,10,3.33,59,1,Google,0,Qualification
L00228,Penny Thompson,Young PLC,Head of Sales,Healthcare,North America,3,1.5,937,0,Google,0,Proposal
L00229,Kimberly Larson,Johnston-Maldonado,Growth Lead,Finance,Europe,6,6.0,243,2,Direct Traffic,0,Negotiation
L00230,Ryan Sullivan,"Moore, Johnson and Morgan",VP of Marketing,Retail,Oceania,1,1.0,458,0,bing,0,Negotiation
L00231,Kenneth Blair,Brown-Allen,VP of Marketing,Healthcare,South America,1,1.0,1110,2,Direct Traffic,0,Proposal
L00232,Sabrina Campbell,Washington Group,Revenue Ops Analyst,Consulting,South America,5,2.5,207,0,Google,0,Prospecting
L00233,Brandon Smith,"Wolfe, English and Montgomery",Sales Director,Manufacturing,Europe,11,3.67,33,2,Organic Search,0,Prospecting
L00234,David Grimes,Owens-Shaw,VP of Marketing,Consulting,North America,6,3.0,100,1,Organic Search,0,Closed Won
L00235,Deborah Brown,Moore-Santiago,Marketing Manager,Healthcare,Africa,1,1.0,1710,0,Direct Traffic,0,Prospecting
L00236,Amber Smith,Wong-Burns,Sales Director,Retail,Asia,8,8.0,890,0,Google,1,Negotiation
L00237,Heidi Watson,"Castro, Marshall and Ward",Growth Lead,Healthcare,Asia,2,2.0,202,2,Google,0,Closed Lost
L00238,Dr. Matthew Hale,"Smith, Burke and Bowman",Growth Lead,Retail,Asia,4,4.0,1600,1,Organic Search,1,Proposal
L00239,Brianna Hall,"Evans, Martinez and Oconnor",Chief Product Officer,Manufacturing,Europe,16,16.0,462,1,Google,0,Proposal
L00240,Shawn Scott,Turner LLC,VP of Marketing,Finance,Oceania,5,2.5,185,2,Google,0,Qualification
L00241,Michael Garcia,"Medina, Maldonado and Cooper",Chief Product Officer,Technology,Europe,0,0.0,0,0,Olark Chat,0,Closed Won
L00242,Danielle King,Torres Group,Account Manager,Consulting,Europe,14,2.8,1424,0,Google,1,Proposal
L00243,William Walker,Owens PLC,Revenue Ops Analyst,Consulting,Europe,2,2.0,305,2,Direct Traffic,0,Closed Won
L00244,Edward Mann,Montgomery-Martin,VP of Marketing,Finance,North America,0,0.0,0,4,Olark Chat,0,Prospecting
L00245,Jason Patterson,Coleman Inc,Revenue Ops Analyst,Consulting,Asia,0,0.0,0,0,Olark Chat,0,Closed Won
L00246,Gregory Smith,Hughes Inc,Account Manager,Finance,Africa,0,0.0,0,1,Reference,1,Qualification
L00247,Gregory Blevins,Pope Inc,Account Manager,Consulting,Europe,5,1.25,1132,0,Google,0,Prospecting
L00248,Elizabeth Jordan,Willis LLC,Account Manager,Retail,Europe,2,2.0,94,0,Direct Traffic,0,Prospecting
L00249,Samantha Vargas,"Miller, Riddle and Conner",Business Development Executive,Consulting,Oceania,3,1.5,42,0,Direct Traffic,0,Prospecting
L00250,Philip James,Gibson-White,Revenue Ops Analyst,Manufacturing,Europe,3,3.0,344,2,Google,0,Proposal
L00251,Anthony Bell,"Jones, Brock and Sullivan",Marketing Manager,Retail,Asia,0,0.0,0,1,Olark Chat,0,Prospecting
L00252,Robert Murray,"Henderson, Duke and Taylor",Chief Product Officer,Retail,Asia,0,0.0,0,1,Olark Chat,0,Negotiation
L00253,Traci Buckley,Williams-Floyd,Marketing Manager,Finance,Asia,0,0.0,0,0,Facebook,1,Prospecting
L00254,Mrs. Crystal Patterson,Patterson PLC,Marketing Manager,Technology,Asia,0,0.0,0,1,Olark Chat,0,Qualification
L00255,Matthew Hicks,"Rogers, Johnson and Horton",Head of Sales,Manufacturing,Asia,2,2.0,97,1,Google,0,Prospecting
L00256,Brian King,"Kramer, Cobb and Baker",VP of Marketing,Retail,Oceania,2,2.0,1944,0,Referral Sites,0,Proposal
L00257,Robert Gilbert,White-Long,Head of Sales,Healthcare,Oceania,21,3.5,1885,0,Google,1,Prospecting
L00258,Reginald Carter,Smith-Guerrero,VP of Marketing,Healthcare,Europe,2,2.0,389,1,Google,0,Prospecting
L00259,Shaun Flores,"Freeman, Moody and Miller",Account Manager,Healthcare,Africa,0,0.0,0,0,Reference,1,Prospecting
L00260,Bridget Flowers,Doyle and Sons,Revenue Ops Analyst,Technology,Oceania,2,2.0,295,1,Direct Traffic,0,Negotiation
L00261,Jason Allen,"Fisher, Fuentes and Kelly",Head of Sales,Manufacturing,Europe,1,1.0,275,0,Organic Search,0,Proposal
L00262,Bryan Jordan,Blankenship PLC,Marketing Manager,Technology,Europe,2,2.0,1613,1,Direct Traffic,1,Qualification
L00263,Brandon Johnson,Austin and Sons,Revenue Ops Analyst,Finance,Oceania,8,8.0,1011,0,Direct Traffic,1,Prospecting
L00264,Kevin Perez,"Williams, Carter and Bell",Marketing Manager,Manufacturing,Europe,0,0.0,0,0,Olark Chat,0,Proposal
L00265,Mrs. Terri Chang,Palmer Inc,Account Manager,Technology,Europe,0,0.0,0,0,Olark Chat,0,Proposal
L00266,Kristopher Roth,Mendez-Armstrong,Business Development Executive,Healthcare,Asia,7,7.0,145,1,Direct Traffic,0,Prospecting
L00267,Jay Gilbert,Sosa and Sons,Revenue Ops Analyst,Technology,Europe,0,0.0,0,1,Olark Chat,0,Negotiation
L00268,Robert Mccullough,Page Inc,Head of Sales,Software,Asia,4,4.0,120,0,Direct Traffic,0,Qualification
L00269,Geoffrey Gray,Hubbard-Bell,VP of Marketing,Software,Africa,9,1.8,351,0,Direct Traffic,1,Qualification
L00270,Donald Warren,Martin-Jones,Growth Lead,Technology,Asia,0,0.0,0,0,Olark Chat,0,Closed Won
L00271,Anna Watson,Henry-White,Revenue Ops Analyst,Consulting,Asia,5,2.5,339,1,Google,0,Qualification
L00272,Joshua Johnson,Weaver and Sons,Account Manager,Healthcare,South America,0,0.0,0,1,Olark Chat,0,Qualification
L00273,Bryan Jordan,Blankenship PLC,Marketing Manager,Technology,Europe,2,2.0,1613,0,Direct Traffic,1,Qualification
L00274,Kerry Alvarado,Brown-Ross,Sales Director,Finance,Africa,8,8.0,699,0,Google,0,Closed Lost
L00275,Laura Adams,Grant-Moore,Growth Lead,Finance,South America,2,2.0,1130,0,Olark Chat,1,Closed Lost
L00276,Russell Orr,Hill-Bush,Head of Sales,Retail,South America,3,3.0,170,0,Google,1,Qualification
L00277,Susan Mcintosh,Johnson LLC,VP of Marketing,Consulting,South America,2,2.0,80,0,Direct Traffic,0,Prospecting
L00278,Heather Cole,"Nguyen, Sawyer and Williams",Growth Lead,Technology,Asia,6,6.0,9,0,Direct Traffic,0,Prospecting
L00279,Kirsten Moreno,"Frazier, Mcclure and Schmidt",VP of Marketing,Manufacturing,Oceania,0,0.0,0,0,Olark Chat,0,Closed Lost
L00280,Darrell Jackson,"Gonzalez, Walker and Blanchard",Marketing Manager,Finance,Oceania,5,5.0,26,0,Organic Search,0,Negotiation
L00281,James Braun,"Murray, Hicks and Vasquez",Account Manager,Healthcare,Asia,8,4.0,108,0,Google,0,Closed Won
L00282,Rebecca Hanson,Stevens-Jones,Sales Director,Technology,Europe,11,3.67,591,2,Organic Search,1,Closed Won
L00283,Kristin Thomas,Coleman-Kane,Marketing Manager,Finance,Asia,3,3.0,828,0,Organic Search,0,Proposal
L00284,Alicia Baldwin,Anderson and Sons,Sales Director,Software,Europe,0,0.0,0,0,Reference,1,Closed Won
L00285,Timothy Dean,"Moore, Molina and Duran",VP of Marketing,Healthcare,Europe,2,1.0,1001,0,Google,1,Negotiation
L00286,Bridget Flowers,Doyle and Sons,Revenue Ops Analyst,Consulting,Oceania,2,2.0,295,0,Direct Traffic,0,Qualification
L00287,Kimberly Oneill,Jones-Baker,Business Development Executive,Manufacturing,Oceania,0,0.0,0,0,Reference,1,Prospecting
L00288,Anthony Valencia,Orr-Mccullough,Revenue Ops Analyst,Technology,Europe,0,0.0,0,2,Olark Chat,0,Qualification
L00289,Sandra Reed,"Taylor, Diaz and Nelson",Business Development Executive,Software,Asia,4,2.0,46,0,Google,0,Qualification
L00290,Tiffany Ramirez,Harris-Hickman,Growth Lead,Healthcare,Asia,5,2.5,1430,0,Direct Traffic,0,Negotiation
L00291,Mrs. Eileen Johnson MD,Mitchell Inc,Head of Sales,Healthcare,Europe,0,0.0,0,1,Olark Chat,0,Prospecting
L00292,Lauren Brown,Cox and Sons,VP of Marketing,Consulting,Asia,2,2.0,1194,0,Reference,1,Prospecting
L00293,Lisa Johnson,Oconnor Inc,Chief Product Officer,Consulting,Europe,5,2.5,2,1,Direct Traffic,0,Qualification
L00294,Felicia Beasley,Marshall-Lam,VP of Marketing,Retail,Oceania,12,3.0,150,0,Google,0,Negotiation
L00295,Melissa Ramos,"Mooney, Harrison and Gomez",Head of Sales,Manufacturing,Oceania,2,2.0,367,0,Direct Traffic,1,Prospecting
L00296,Jody Owen,"Rodriguez, Carrillo and Mayer",Revenue Ops Analyst,Technology,Europe,5,5.0,1362,0,Google,0,Closed Lost
L00297,Peter Sanchez,Small Ltd,Chief Product Officer,Technology,Europe,0,0.0,0,1,Olark Chat,1,Proposal
L00298,Andrew Atkins,Miller PLC,Business Development Executive,Technology,Africa,0,0.0,0,0,Reference,1,Negotiation
L00299,Joshua Coleman Jr.,Torres Group,Growth Lead,Software,Europe,0,0.0,0,0,Olark Chat,0,Qualification
L00300,Aaron Jenkins,Santos Inc,Account Manager,Consulting,Oceania,4,4.0,225,0,Google,0,Prospecting
L00301,Janet White,Carroll-Evans,Head of Sales,Technology,Oceania,6,3.0,478,0,Google,0,Proposal
L00302,Mrs. Meghan Kent DVM,Duke-Copeland,VP of Marketing,Retail,Europe,3,3.0,114,0,Google,0,Negotiation
L00303,Kyle Potter,"Sanders, Rasmussen and Burke",Sales Director,Healthcare,Europe,0,0.0,0,2,Olark Chat,0,Prospecting
L00304,Elizabeth Romero,Reyes LLC,Business Development Executive,Manufacturing,South America,3,3.0,1411,0,Google,0,Qualification
L00305,Carol Perez,Austin-Aguirre,Head of Sales,Technology,Africa,3,3.0,111,0,Referral Sites,0,Qualification
L00306,Carla Bass,"Mclaughlin, Hammond and Winters",Revenue Ops Analyst,Retail,Asia,2,2.0,251,0,Direct Traffic,0,Qualification
L00307,Ashley Craig,Thompson-Rivera,Chief Product Officer,Technology,Europe,2,2.0,115,0,Google,0,Closed Won
L00308,Julia Jackson,"Alvarez, Mills and Estes",Growth Lead,Healthcare,Asia,4,4.0,234,0,Google,0,Closed Won
L00309,Gregory Bishop,Frank Group,Chief Product Officer,Finance,Africa,8,8.0,93,0,Organic Search,0,Qualification
L00310,Joshua Perkins,Lam-Powers,VP of Marketing,Healthcare,Africa,3,3.0,1146,1,Direct Traffic,1,Prospecting
L00311,Benjamin Carlson,Valenzuela-Wise,Revenue Ops Analyst,Finance,Europe,2,2.0,369,1,Google,1,Qualification
L00312,Brittany Clarke,Russell Ltd,Marketing Manager,Software,South America,0,0.0,0,1,Olark Chat,0,Proposal
L00313,Ronald Mcclain,Adams PLC,Head of Sales,Technology,Asia,2,2.0,1645,0,Direct Traffic,1,Proposal
L00314,Kenneth Montgomery,Stone-Alvarado,Sales Director,Healthcare,Asia,0,0.0,0,0,Olark Chat,0,Proposal
L00315,Brandi Jones,"Pitts, Johnson and Dean",VP of Marketing,Technology,Oceania,3,1.5,1618,2,Google,1,Prospecting
L00316,Brenda Watts,"Hopkins, Lewis and Ruiz",Sales Director,Software,Asia,2,2.0,1309,1,Organic Search,1,Closed Lost
L00317,Aaron Aguirre,Lambert-Garrison,Revenue Ops Analyst,Finance,Asia,1,1.0,355,0,Direct Traffic,0,Proposal
L00318,Zachary Morales,Hardy Inc,Head of Sales,Finance,Europe,1,1.0,126,0,Direct Traffic,0,Prospecting
L00319,Donna Cordova,"Miles, Rios and Robles",Account Manager,Manufacturing,Europe,0,0.0,0,1,Olark Chat,0,Qualification
L00320,Deborah Garcia,Mcmillan PLC,Business Development Executive,Consulting,Oceania,0,0.0,0,1,Olark Chat,1,Prospecting
L00321,Christopher Brown,"Schwartz, White and Gutierrez",VP of Marketing,Retail,Africa,4,4.0,839,1,Referral Sites,0,Prospecting
L00322,Thomas Wallace,"Lopez, Tyler and Jackson",Account Manager,Consulting,Oceania,2,2.0,1392,1,Google,1,Closed Won
L00323,Diana Hernandez,Marshall-Kramer,Marketing Manager,Software,South America,0,0.0,0,0,Olark Chat,0,Prospecting
L00324,Joe Miller,Stout and Sons,Sales Director,Finance,North America,3,3.0,482,1,Direct Traffic,1,Closed Lost
L00325,Jacob Strickland,Gray LLC,Business Development Executive,Consulting,Oceania,2,2.0,35,1,Direct Traffic,0,Prospecting
L00326,Curtis Garcia,Savage-Phillips,Sales Director,Healthcare,Europe,4,2.0,32,0,Direct Traffic,0,Closed Lost
L00327,William Salinas,Taylor-Barnes,Head of Sales,Manufacturing,South America,4,4.0,492,1,Direct Traffic,0,Prospecting
L00328,Zachary Hopkins,"Heath, Morrison and Logan",Account Manager,Healthcare,South America,3,3.0,1459,0,Google,1,Negotiation
L00329,Alexis Brown,Reed-Jackson,Account Manager,Consulting,Asia,1,1.0,263,0,Direct Traffic,0,Negotiation
L00330,Lawrence Reynolds,Thompson-Gonzalez,Head of Sales,Finance,South America,4,4.0,204,1,Direct Traffic,0,Closed Won
L00331,Bradley Barry,Fisher-Williams,Marketing Manager,Consulting,Europe,3,3.0,457,1,Direct Traffic,0,Prospecting
L00332,Jeremiah Floyd,Johnson Ltd,Marketing Manager,Manufacturing,Europe,4,4.0,965,2,Direct Traffic,1,Negotiation
L00333,Mark Perez,Estrada-Mcdonald,Sales Director,Consulting,Europe,6,6.0,240,0,Google,0,Closed Won
L00334,John Norton,"Hubbard, Johnston and Wright",Growth Lead,Software,South America,2,2.0,1552,0,Google,0,Prospecting
L00335,Caitlin Johnson,Sanders-Olson,Chief Product Officer,Software,Oceania,1,1.0,164,1,Google,0,Proposal
L00336,Kathleen Brown,Cook-Payne,Growth Lead,Finance,Asia,1,1.0,1770,1,Reference,1,Prospecting
L00337,James Jones,Fitzgerald Group,Revenue Ops Analyst,Finance,Oceania,7,2.33,1316,0,Organic Search,0,Prospecting
L00338,Edwin Carrillo,"Bush, Allen and Harper",Revenue Ops Analyst,Manufacturing,Europe,8,8.0,1484,1,Direct Traffic,1,Closed Won
L00339,Dana Harper,Hansen Group,Head of Sales,Finance,South America,3,3.0,141,0,Direct Traffic,0,Prospecting
L00340,Edward Weber,"Reed, Blevins and Stanton",Business Development Executive,Technology,Asia,2,2.0,471,0,Organic Search,0,Qualification
L00341,Robert Torres,"Williams, Holland and Lopez",Revenue Ops Analyst,Consulting,Asia,5,5.0,286,2,Google,0,Prospecting
L00342,Jennifer Hammond,Andrews-Coffey,Chief Product Officer,Consulting,Asia,3,3.0,560,2,Organic Search,0,Qualification
L00343,Brandon Peck,French Ltd,Account Manager,Software,Africa,4,2.0,945,1,Referral Sites,1,Closed Lost
L00344,Patricia Owens,Greene-Travis,Growth Lead,Retail,Asia,7,3.5,60,0,Google,0,Prospecting
L00345,Andrew Murphy,Clark LLC,VP of Marketing,Manufacturing,Asia,2,2.0,1978,1,Organic Search,0,Proposal
L00346,Sandra Evans,Hernandez Inc,Marketing Manager,Technology,Oceania,5,5.0,1653,1,Google,1,Closed Won
L00347,Joseph Howell,Walsh-Maldonado,VP of Marketing,Software,Oceania,9,4.5,1442,0,Direct Traffic,0,Closed Won
L00348,Patricia Cobb,Cole-Mitchell,Head of Sales,Healthcare,Oceania,6,6.0,298,0,Organic Search,1,Closed Won
L00349,Kylie Elliott,Jones Ltd,Sales Director,Finance,Europe,4,4.0,1581,0,Direct Traffic,1,Qualification
L00350,Ashley Sanchez,"Shepherd, Weiss and Robinson",Account Manager,Consulting,Asia,2,2.0,222,1,Google,0,Closed Lost
L00351,Nicole Brown,Castaneda Ltd,Account Manager,Consulting,North America,0,0.0,0,1,Olark Chat,0,Closed Won
L00352,David Wood,Martin-Ryan,Marketing Manager,Technology,North America,0,0.0,0,0,Olark Chat,0,Closed Lost
L00353,Renee Gay,Rodriguez-Jones,VP of Marketing,Retail,Oceania,4,4.0,1288,1,Direct Traffic,1,Prospecting
L00354,Rachel Nguyen,"Delacruz, Shaffer and Walls",Chief Product Officer,Manufacturing,South America,4,2.0,688,0,Google,1,Prospecting
L00355,Dawn Torres,Castillo Ltd,Marketing Manager,Consulting,Asia,2,2.0,1048,1,Google,0,Negotiation
L00356,Stephanie Wyatt,King-Wilkins,Marketing Manager,Software,Oceania,0,0.0,0,0,Reference,0,Qualification
L00357,Jenny Hayes,Dunn-Smith,Marketing Manager,Consulting,South America,2,2.0,1213,1,Direct Traffic,0,Prospecting
L00358,Katie Smith,"Davis, Hunt and Johnson",Sales Director,Finance,North America,11,2.75,1054,0,Organic Search,1,Prospecting
L00359,Jamie Johnston,Mendoza Ltd,Head of Sales,Finance,Oceania,0,0.0,0,0,Olark Chat,0,Qualification
L00360,Mark Rodriguez,Taylor-Williams,VP of Marketing,Retail,Oceania,0,0.0,0,4,Olark Chat,1,Negotiation
L00361,Ethan Moore,Macdonald-Marshall,Marketing Manager,Consulting,South America,1,1.0,156,0,Direct Traffic,0,Prospecting
L00362,Lisa Park,"Michael, Yu and Parks",Business Development Executive,Consulting,Africa,4,4.0,65,0,Google,0,Proposal
L00363,Chad Smith,Rojas and Sons,VP of Marketing,Finance,Europe,2,2.0,1182,0,Google,1,Qualification
L00364,Jody Owen,"Rodriguez, Carrillo and Mayer",Revenue Ops Analyst,Consulting,Europe,5,5.0,1362,1,Google,0,Qualification
L00365,Joshua Patton,Figueroa PLC,Business Development Executive,Finance,Europe,4,4.0,455,0,Google,0,Closed Won
L00366,Brianna Roman,Williams-Kelly,Account Manager,Consulting,South America,0,0.0,0,0,Olark Chat,0,Prospecting
L00367,Mr. Andrew Carrillo,Martin Ltd,Marketing Manager,Healthcare,Africa,7,2.33,1010,0,Google,1,Qualification
L00368,Nicole Lawrence,Lindsey-Jordan,Head of Sales,Consulting,Oceania,5,5.0,1136,1,Google,1,Qualification
L00369,Ashley Craig,Thompson-Rivera,Chief Product Officer,Technology,Europe,2,2.0,115,1,Google,0,Qualification
L00370,Aaron Johnson,Pratt-Garcia,Account Manager,Consulting,Asia,7,3.5,1633,0,Referral Sites,0,Closed Lost
L00371,Jennifer Ward,"Villanueva, Davis and Oconnell",Head of Sales,Retail,Africa,4,2.0,1557,0,Organic Search,1,Closed Lost
L00372,Lindsay Rich,Romero-Chavez,Chief Product Officer,Consulting,Europe,5,5.0,608,1,Direct Traffic,0,Prospecting
L00373,Kristin Munoz,Rodgers Group,Chief Product Officer,Technology,Asia,0,0.0,0,0,Reference,0,Qualification
L00374,Dr. Jeremy Jones Jr.,Vargas-Jimenez,Sales Director,Consulting,Europe,0,0.0,0,0,Olark Chat,0,Qualification
L00375,Justin Henderson,Warren-Arnold,Revenue Ops Analyst,Retail,Europe,2,2.0,344,0,Direct Traffic,0,Negotiation
L00376,Jeffrey Pierce,"Morris, Hunter and Hicks",Head of Sales,Finance,Asia,1,1.0,1194,0,Google,0,Qualification
L00377,Matthew Hicks,"Rogers, Johnson and Horton",Head of Sales,Technology,Asia,2,2.0,97,0,Google,0,Negotiation
L00378,Regina Harrison,Welch-Bruce,Head of Sales,Retail,Oceania,4,4.0,266,1,Google,0,Qualification
L00379,April Jones,Hunt-Smith,Head of Sales,Technology,Asia,7,3.5,162,0,Direct Traffic,0,Proposal
L00380,Joshua Knight,"Morgan, Mason and Tucker",Account Manager,Finance,Africa,7,7.0,1591,0,Direct Traffic,0,Qualification
L00381,Melanie Hartman,"Curry, Leon and Watts",Business Development Executive,Software,Africa,0,0.0,0,0,Olark Chat,1,Negotiation
L00382,Kevin Haas,Coleman-Martinez,Chief Product Officer,Consulting,Asia,0,0.0,0,0,Olark Chat,0,Closed Lost
L00383,Audrey Martinez,Gomez-Shepherd,Marketing Manager,Retail,North America,3,1.5,80,0,Google,0,Prospecting
L00384,Jared Huynh,"Robinson, Clark and Kelly",Sales Director,Consulting,Europe,2,2.0,89,0,Google,0,Closed Won
L00385,Judith Stewart,"Cohen, Heath and French",Growth Lead,Software,Asia,3,1.5,1228,0,Olark Chat,1,Proposal
L00386,Mckenzie Frey,Henderson Inc,Account Manager,Finance,Asia,2,2.0,387,0,Organic Search,0,Qualification
L00387,Brandon Mclaughlin,Becker-Jackson,Chief Product Officer,Manufacturing,South America,5,2.5,189,1,Google,0,Proposal
L00388,Shane Griffin,Thompson-Gonzalez,Account Manager,Consulting,North America,2,2.0,222,0,Direct Traffic,0,Closed Won
L00389,Nicholas Baker,"Johnson, Carlson and Compton",Growth Lead,Technology,South America,2,2.0,177,0,Direct Traffic,0,Qualification
L00390,Thomas Fernandez,"Daniel, Swanson and Smith",Account Manager,Technology,Europe,5,5.0,60,0,Google,0,Prospecting
L00391,Valerie Robinson,Galloway Group,VP of Marketing,Manufacturing,Europe,0,0.0,0,0,Olark Chat,0,Qualification
L00392,Erin Rodriguez,Page PLC,Sales Director,Consulting,Europe,3,3.0,120,0,Google,0,Prospecting
L00393,Karen Rodriguez,Smith Ltd,Account Manager,Healthcare,Asia,2,1.0,33,1,Google,0,Prospecting
L00394,Nicholas Carr,Johnson and Sons,Business Development Executive,Software,Oceania,2,2.0,78,0,Direct Traffic,0,Prospecting
L00395,Betty Castillo,"Kelly, Thompson and Wilson",Sales Director,Finance,South America,4,2.0,171,1,Direct Traffic,0,Qualification
L00396,Michelle Weber,Holmes and Sons,Chief Product Officer,Finance,Africa,5,5.0,3,0,Direct Traffic,0,Negotiation
L00397,Sarah Foster,Neal Group,Sales Director,Technology,Asia,2,2.0,1735,0,Direct Traffic,1,Proposal
L00398,Jeffrey Moore,Smith Inc,Growth Lead,Healthcare,Asia,0,0.0,0,0,Olark Chat,1,Qualification
L00399,Donna Ford DVM,Aguilar Ltd,Head of Sales,Finance,Oceania,3,1.5,491,2,Google,0,Qualification
